Purchase Order,Invoice No,Vendor,Supplier,Product,Variant,Product Type,SKU,Barcode,Shopify ID,Supplier Code,ASIN,Vendor Code,Text 2,Text 3,Status,PO Date,Confirmed Date,Expected Date,Ship Date,Cancel Date,Received at,Retail Price,Stock,Ordered,Quantity,Cost,Total Cost,Cost (Supplier Currency),Total Cost (Supplier Currency),Total Retail,Shipping Company Name,Shipping Address 1,Shipping Address 2,Shipping City,Shipping State / Province,Shipping Zip / Postcode,Shipping Country
21881,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SHASHIKO BEDDING,Pillow Case / Large Square (80cm x 80cm) / blue,Bedding,SHA-SQPCXL-20,7000000013546,13151045582925,"","","","","",not delivered,07/04/2025,07/04/2025,05/05/2025,,,,"97,00",-4,6,2,"32,00","64,00",,,"194,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21881,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SHASHIKO BEDDING SPECIAL Size,Duvet Cover / 135cm x 200cm / blue,Bedding,SHA-SLD-20-special size,"",51218775146763,,,,,,not delivered,07/04/2025,07/04/2025,05/05/2025,,,,"313,00",0,4,3,"92,00","276,00",,,"939,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21881,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SHASHIKO BEDDING SPECIAL Size,Duvet Cover / 135cm x 200cm / blue,Bedding,SHA-SLD-20-special size,"",51218775146763,,,,,,not delivered,07/04/2025,07/04/2025,05/05/2025,,,,"313,00",0,4,1,"92,00","92,00",,,"313,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21881,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SHASHIKO BEDDING,Pillow Case / Large Square (80cm x 80cm) / blue,Bedding,SHA-SQPCXL-20,7000000013546,13151045582925,"","","","","",not delivered,07/04/2025,07/04/2025,05/05/2025,,,,"97,00",-4,6,2,"32,00","64,00",,,"194,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21883,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CROCHET NAPKIN,terracotta,Napkin,CR-NP-73,"",46123034050827,,,"",,,not delivered,08/04/2025,22/04/2025,20/05/2025,,,,"29,00",6,12,12,"7,00","84,00",,,"348,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21883,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BOUQUET NAPKIN,blue,Napkin,BO-NP-20,7000000019708,39439441035341,,,"",,,not delivered,08/04/2025,22/04/2025,20/05/2025,,,,"48,00",0,18,18,"11,00","198,00",,,"864,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21887,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SHASHIKO BEDDING,Pillow Case / Large Square (80cm x 80cm) / blue,Bedding,SHA-SQPCXL-20,7000000013546,13151045582925,"","","","","",not delivered,27/04/2025,27/04/2025,25/05/2025,,,,"97,00",-4,6,2,"32,00","64,00",,,"194,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21887,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SHASHIKO BEDDING,Pillow Case / Large Square (80cm x 80cm) / coral,Bedding,SHA-SQPCXL-14,7000000013560,13151049023565,"","","","","",not delivered,27/04/2025,27/04/2025,25/05/2025,,,,"97,00",-2,4,4,"32,00","128,00",,,"388,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21888,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MOUDIRA PALM CUSHION COVER,Rectanglar (41cm x 30cm),Cushion,LXPL-BS,"",44592510304523,,,"",,,not delivered,27/04/2025,29/04/2025,27/05/2025,,,,"60,00",3,9,2,"14,00","28,00",,,"120,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21888,"",Al-Malaika for Manufacturing Textiles S.A.E.,,TILAPIA GUEST TOWELS (Set of 2),aqua,Guest Towels,TIL-GUTW-17,7000000026621,42285335019767,,,"",,,not delivered,27/04/2025,29/04/2025,27/05/2025,,,,"59,00",-2,8,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21888,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PLEATS PLACEMAT,ecru / ivory,Placemats,PLT-PLAC-33-33,7000000007507,1083384823828,"","","","","",not delivered,27/04/2025,29/04/2025,27/05/2025,,,,"18,00",6,6,6,"5,00","30,00",,,"108,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21888,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PLEATS PLACEMAT,taupe / ivory,Placemats,PLT-PLAC-03-33,7000000007514,1083384856596,"","","","","",not delivered,27/04/2025,29/04/2025,27/05/2025,,,,"18,00",1,6,6,"5,00","30,00",,,"108,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21890,"",Al-Malaika for Manufacturing Textiles S.A.E.,,ALEX TABLECLOTH special size,Amber/Ecru / 418cm x 160cm,"",ALX-TBC-05-33/418x160,"",51332985913611,,,,,,not delivered,29/04/2025,29/04/2025,27/05/2025,,,,"480,00",0,1,1,,,,,"480,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small (30cm x 41cm) / pink,Bedding,PP-BS-11,7000000024771,39480828198989,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"25,00",1,1,1,"7,00","7,00",,,"25,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small Square (40cm x 40cm) / sky,Bedding,PP-SSQCU-10,7000000023507,39435199545421,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"28,00",0,1,1,"8,00","8,00",,,"28,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small Square (40cm x 40cm) / pink,Bedding,PP-SSQCU-11,7000000023514,39435199578189,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"28,00",0,1,1,"8,00","8,00",,,"28,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small Square (40cm x 40cm) / navy,Bedding,PP-SSQCU-02,7000000023491,39435199512653,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"28,00",0,1,1,"8,00","8,00",,,"28,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small Square (40cm x 40cm) / grey,Bedding,PP-SSQCU-09,7000000023484,39435199479885,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"28,00",0,1,1,"8,00","8,00",,,"28,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small Square (40cm x 40cm) / beige,Bedding,PP-SSQCU-12,7000000023477,39435199447117,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"28,00",0,1,1,"8,00","8,00",,,"28,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small (30cm x 41cm) / sky,Bedding,PP-BS-10,7000000019234,32670064738381,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"25,00",0,3,3,"7,00","21,00",,,"75,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small (30cm x 41cm) / orange,Bedding,PP-BS-04,7000000023460,39435199414349,,,,,,not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"25,00",0,2,2,"7,00","14,00",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small (30cm x 41cm) / navy,Bedding,PP-BS-02,7000000001314,300989120532,"","","","","",not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"25,00",0,2,2,"7,00","14,00",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Cushion Cover / Small (30cm x 41cm) / grey,Bedding,PP-BS-09,7000000001192,300940984340,"","","","","",not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"25,00",0,2,2,"7,00","14,00",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,Fitted Sheets (All Sizes),King (180cm x 200cm x 35cm),Bedding,K-FITS-00,7000000010880,12989926965325,"","","","","",not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"150,00",6,2,2,"34,00","68,00",,,"300,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE BEDDING,Duvet Cover / Twin (155cm x 200cm) / beige,Bedding,PL-TND-12,7000000012914,13150681661517,"","","","","",not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"278,00",-2,2,2,"68,00","136,00",,,"556,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21893,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE BEDDING,Pillow Case / Queen/Single (75cm x 50cm) / beige,Bedding,PL-QSLPC-12,7000000005503,314151927828,"","","","","",not delivered,05/05/2025,06/05/2025,03/06/2025,,,,"57,00",8,2,2,"16,00","32,00",,,"114,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21894,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SULTANA CUSHION COVER,Default Title,Cushion,SLT-CU,7000000037207,43591563837707,,,,,,not delivered,07/05/2025,07/05/2025,04/06/2025,,,,"132,00",-2,4,4,"30,00","120,00",,,"528,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,ROYAL PALM LINEN CUSHION COVER,50cm x 50cm,Cushion,LNPL-SQCU-03,7000000008092,15405055967309,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"93,00",3,7,5,"27,00","135,00",,,"465,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Duvet Cover / Single (140cm x 200cm) / navy,Bedding,PP-SLD-02,7000000001284,300988792852,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"165,00",0,2,2,"39,00","78,00",,,"330,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,SINAI PIPED BEDDING,Pillow Case / Queen/Single G (40cm x 80cm) / navy,Bedding,PP-QSLPCG-02,7000000009440,12301332676685,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"38,00",3,2,2,"12,00","24,00",,,"76,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,PLAIN WHITE BEDDING,Flat Sheet / King (275cm x 290cm),Bedding,PW-KS-00,7000000010729,12381601857613,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"180,00",1,2,2,"45,00","90,00",,,"360,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,ORCHARD PLACEMAT,beige,Placemats,CAIOR-PLAC,7000000020162,33336971886669,,,"",,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"26,00",6,6,6,"8,00","48,00",,,"156,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,THE ZIGZAG PLACEMAT,orange,Placemats,ZZ-PLAC-04,7000000018282,32282530512973,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"25,00",0,6,6,"8,00","48,00",,,"150,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BEE BEDDING,Cushion Cover / Small Square (40cm x 40cm) / yellow/grey,Bedding,BEE-SSQCU-05,7000000025365,39506194301005,,,,,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"55,00",0,1,1,"15,00","15,00",,,"55,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MOUDIRA PALM CUSHION COVER,Rectanglar (41cm x 30cm),Cushion,LXPL-BS,"",44592510304523,,,"",,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"60,00",3,9,1,"14,00","14,00",,,"60,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,JULIA NAPKIN,amber,Napkin,JUL-NP-05,7000000039041,43739351023883,,,,,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"30,00",2,16,16,"6,00","96,00",,,"480,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,CROCHET NAPKIN,teal,Napkin,CR-NP-15,"",46123033526539,,,"",,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"29,00",8,16,16,"7,00","112,00",,,"464,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BEE BEDDING,Pillow Case / Large Square (80cm x 80cm) / yellow/grey,Bedding,BEE-SQPCXL-05,7000000012594,13146627244109,"","","","","",not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"67,00",0,2,2,"21,00","42,00",,,"134,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21895,"",Al-Malaika for Manufacturing Textiles S.A.E.,,BEE NAPKIN,blue / aqua,Napkin,BEE-NP-20/17,"",46610538234123,,,"",,,not delivered,08/05/2025,10/05/2025,07/06/2025,,,,"25,00",14,2,2,"9,00","18,00",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21896,"",Al-Malaika for Manufacturing Textiles S.A.E.,,FARIDA (PEACOCK) BEDDING,Cushion Cover / Small (41cm x 30cm),Bedding,FR-BS-12,7000000005749,314394968084,"","","","","",not delivered,11/05/2025,11/05/2025,08/06/2025,,,,"50,00",1,1,1,"14,00","14,00",,,"50,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21896,"",Al-Malaika for Manufacturing Textiles S.A.E.,,FARIDA (PEACOCK) BEDDING,Pillow Case / King (90cm x 50cm),Bedding,FR-KPC-12,7000000005732,314394837012,"","","","","",not delivered,11/05/2025,11/05/2025,08/06/2025,,,,"63,00",-4,4,4,"17,00","68,00",,,"252,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21896,"",Al-Malaika for Manufacturing Textiles S.A.E.,,FARIDA (PEACOCK) BEDDING,Pillow Case / Small Queen/Single G (60cm x 40cm),Bedding,FR-SQSLPCG-12,7000000041860,44388979769611,,,,,,not delivered,11/05/2025,11/05/2025,08/06/2025,,,,"55,00",0,1,1,"16,00","16,00",,,"55,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21896,"",Al-Malaika for Manufacturing Textiles S.A.E.,,FARIDA (PEACOCK) BEDDING,Flat Sheet / King Size (275cm x 290cm),Bedding,FR-KS-12,7000000005640,314393886740,"","","","","",not delivered,11/05/2025,11/05/2025,08/06/2025,,,,"220,00",-1,1,1,"55,00","55,00",,,"220,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21897,,Al-Malaika for Manufacturing Textiles S.A.E.,,ROYAL PALM LINEN CUSHION COVER,50cm x 50cm,Cushion,LNPL-SQCU-03,7000000008092,15405055967309,"","","","","",not delivered,13/05/2025,13/05/2025,10/06/2025,,,,"93,00",3,7,2,"27,00","54,00",,,"186,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21898,,Al-Malaika for Manufacturing Textiles S.A.E.,,TILAPIA GUEST TOWELS (Set of 2),aqua,Guest Towels,TIL-GUTW-17,7000000026621,42285335019767,,,"",,,not delivered,15/05/2025,20/05/2025,17/06/2025,,,,"59,00",-2,8,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21898,,Al-Malaika for Manufacturing Textiles S.A.E.,,TILAPIA GUEST TOWELS (Set of 2),blush,Guest Towels,TIL-GUTW-72,7000000026638,42285335052535,,,"",,,not delivered,15/05/2025,20/05/2025,17/06/2025,,,,"59,00",2,4,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21898,,Al-Malaika for Manufacturing Textiles S.A.E.,,RED SEA GUEST TOWEL (Set of 2),Default Title,Towel,RESE-GUTW-82,,46630801899787,,,,,,not delivered,15/05/2025,20/05/2025,17/06/2025,,,,"59,00",-4,6,6,"17,00","102,00",,,"354,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21898,,Al-Malaika for Manufacturing Textiles S.A.E.,,PALM TREE GUEST TOWEL (Set of 2),beige,Towel,PL-GUTW-12,7000000006272,368266543124,"","","","","",not delivered,15/05/2025,20/05/2025,17/06/2025,,,,"59,00",2,4,4,"17,00","68,00",,,"236,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21899,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MOUDIRA SUMMER DRESSING GOWN,L/XL / Pink,"",SM-RB-LN-11-L-XL,"",51437195657483,,,,,,not delivered,18/05/2025,18/05/2025,15/06/2025,,,,"140,00",0,2,2,"38,00","76,00",,,"280,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21899,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MOUDIRA SUMMER DRESSING GOWN,L/XL / Gray,"",SM-RB-LN-09-L-XL,"",51437195690251,,,,,,not delivered,18/05/2025,18/05/2025,15/06/2025,,,,"140,00",2,1,1,"38,00","38,00",,,"140,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21899,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MOUDIRA SUMMER DRESSING GOWN,S/M / Gray,"",SM-RB-LN-09-S-M,"",51437195755787,,,,,,not delivered,18/05/2025,18/05/2025,15/06/2025,,,,"140,00",2,1,1,"38,00","38,00",,,"140,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21900,"",Al-Malaika for Manufacturing Textiles S.A.E.,,MOUDIRA PALM CUSHION COVER,Rectanglar (41cm x 30cm),Cushion,LXPL-BS,"",44592510304523,,,"",,,not delivered,20/05/2025,21/05/2025,18/06/2025,,,,"60,00",3,9,6,"14,00","84,00",,,"360,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21900,"",Al-Malaika for Manufacturing Textiles S.A.E.,,TERRYCLOTH BATH MAT,beige,bath mat,BTHMAT-12,7000000008108,12274633769037,"","","","","",not delivered,20/05/2025,21/05/2025,18/06/2025,,,,"23,00",-2,4,4,"5,00","20,00",,,"92,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21900,"",Al-Malaika for Manufacturing Textiles S.A.E.,,TERRYCLOTH BATH MAT,teal,bath mat,BTHMAT-54,7000000008122,12274633834573,"","","","","",not delivered,20/05/2025,21/05/2025,18/06/2025,,,,"23,00",1,1,1,"5,00","5,00",,,"23,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21900,"",Al-Malaika for Manufacturing Textiles S.A.E.,,TERRYCLOTH BATH MAT,white,bath mat,BTHMAT-00,7000000012341,13165660635213,"","","","","",not delivered,20/05/2025,21/05/2025,18/06/2025,,,,"23,00",3,2,2,"5,00","10,00",,,"46,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21902,"",Al-Malaika for Manufacturing Textiles S.A.E.,,Fitted Sheets (All Sizes),"US Twin S (36"" x 75"" x 16"")",Bedding,USTNS-FITS-00,"",51465691889931,,,,,,not delivered,29/05/2025,29/05/2025,26/06/2025,,,,"128,00",-4,4,4,"30,00","120,00",,,"512,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,,Al-Malaika for Manufacturing Textiles S.A.E.,,DELTA TABLECLOTH,Default Title,Tablecloth,DLTA-TBC,,46122923688203,,,"",,,not delivered,06/06/2025,,,,,,"587,00",0,0,2,"146,00","292,00",,,"1.174,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,,Al-Malaika for Manufacturing Textiles S.A.E.,,SULTANA TABLECLOTH,amber,Tablecloth,SLT-TBC-05,7000000039157,43740570222859,,,,,,not delivered,06/06/2025,,,,,,"550,00",0,0,1,"188,00","188,00",,,"550,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,,Al-Malaika for Manufacturing Textiles S.A.E.,,SULTANA TABLECLOTH,terracotta,Tablecloth,SLT-TBC-73,7000000039140,43740570190091,,,"",,,not delivered,06/06/2025,,,,,,"550,00",0,0,1,"188,00","188,00",,,"550,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,,Al-Malaika for Manufacturing Textiles S.A.E.,,SILSILA ROUND PLACEMAT,ecru,Placemats,SLS-RDR-PLAC-33,7000000026454,42285280166135,,,,,,not delivered,06/06/2025,,,,,,"39,00",0,0,12,"5,00","60,00",,,"468,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
21904,,Al-Malaika for Manufacturing Textiles S.A.E.,,SILSILA ROUND PLACEMAT,green,Placemats,SLS-RDR-PLAC-19,7000000026478,42285280231671,,,"",,,not delivered,06/06/2025,,,,,,"39,00",0,0,12,"5,00","60,00",,,"468,00",Berlin,Dubrowstraße 29,"",Berlin,,14129,Germany
